user id,group,after,converted,total ads,most ads day,most ads hour
908836,ad,False,False,125,Saturday,16
901071,psa,False,False,72,Saturday,19
914272,psa,False,False,44,Sunday,0
913786,ad,False,False,81,Wednesday,13
905358,ad,False,False,89,Thursday,14
917365,psa,False,False,32,Friday,21
903261,psa,False,False,46,Monday,2
902854,psa,False,False,62,Saturday,17
904662,ad,False,False,96,Friday,15
904209,psa,False,False,45,Wednesday,15
906257,psa,False,False,110,Friday,1
907759,psa,False,False,114,Saturday,13
920748,ad,False,False,29,Friday,1
901877,ad,False,False,90,Saturday,13
906831,psa,False,False,111,Sunday,11
905622,psa,False,True,103,Sunday,18
914010,psa,False,False,22,Sunday,13
908286,psa,False,False,16,Thursday,23
901134,ad,False,False,165,Friday,21
922412,ad,False,False,31,Sunday,12
902908,psa,False,False,29,Tuesday,17
918993,ad,False,False,96,Sunday,14
908392,ad,False,False,165,Friday,12
903072,ad,False,False,27,Friday,1
919544,psa,False,False,14,Sunday,21
907264,psa,False,False,11,Tuesday,15
923236,ad,False,False,93,Wednesday,23
906642,psa,False,False,5,Tuesday,23
905705,ad,False,True,145,Thursday,22
917128,psa,False,False,23,Sunday,20
916472,ad,False,False,46,Sunday,17
900313,ad,False,False,101,Wednesday,17
909303,psa,False,False,50,Wednesday,12
921063,ad,False,False,291,Saturday,20
913841,psa,False,False,32,Thursday,12
913513,ad,False,False,38,Wednesday,0
901621,ad,False,False,75,Thursday,17
905674,psa,False,False,89,Friday,16
903220,psa,False,False,9,Thursday,22
912611,ad,False,False,1,Wednesday,0
907393,psa,False,True,156,Sunday,15
909052,psa,False,False,40,Sunday,19
913193,ad,False,False,16,Thursday,20
919556,psa,False,False,39,Thursday,22
915519,psa,False,False,71,Thursday,12
922429,psa,False,False,3,Wednesday,10
904152,ad,False,False,25,Tuesday,10
908678,ad,False,False,90,Tuesday,20
911598,psa,False,False,110,Saturday,19
906834,ad,False,False,304,Saturday,14
916361,psa,False,False,32,Wednesday,21
912522,ad,False,False,45,Saturday,8
914448,psa,False,False,313,Sunday,0
909889,psa,False,False,532,Saturday,18
905975,psa,False,False,14,Monday,17
911244,ad,False,False,141,Sunday,14
900409,ad,False,True,271,Monday,14
919748,ad,False,False,91,Wednesday,17
904987,psa,False,False,30,Wednesday,2
902968,psa,False,False,6,Wednesday,15
900323,ad,False,False,13,Thursday,23
921756,psa,False,False,76,Friday,10
902106,psa,False,False,35,Wednesday,23
907046,ad,False,False,23,Sunday,8
917924,psa,False,False,237,Sunday,3
915316,psa,False,False,48,Thursday,13
904682,psa,False,True,93,Tuesday,21
920411,psa,False,False,59,Sunday,18
920130,ad,False,False,165,Sunday,3
918594,ad,False,False,53,Thursday,16
914176,ad,False,False,154,Saturday,20
911915,ad,False,False,15,Wednesday,22
915980,ad,False,False,124,Wednesday,19
922578,psa,False,False,108,Saturday,12
910914,ad,False,False,23,Sunday,12
911651,ad,False,False,1,Wednesday,5
903899,ad,False,False,13,Wednesday,5
901595,ad,False,False,74,Tuesday,8
912903,psa,False,False,320,Thursday,12
913327,psa,False,False,110,Saturday,5
921687,psa,False,False,225,Saturday,9
920211,ad,False,False,126,Friday,8
918232,ad,False,False,9,Wednesday,6
908702,ad,False,False,43,Friday,6
907688,ad,False,False,15,Tuesday,11
909408,ad,False,False,33,Saturday,20
921301,psa,False,False,11,Thursday,18
901931,psa,False,False,212,Friday,9
912861,ad,False,False,237,Saturday,22
914461,psa,False,False,98,Sunday,6
904673,ad,False,False,453,Saturday,7
905499,psa,False,False,575,Thursday,8
920127,ad,False,False,157,Friday,9
905998,ad,False,False,118,Wednesday,6
900837,ad,False,False,148,Thursday,18
919890,ad,False,False,212,Monday,12
916614,ad,False,False,9,Thursday,19
906924,psa,False,False,40,Friday,19
907799,ad,False,False,313,Tuesday,13
915043,psa,False,False,21,Monday,21
912463,ad,False,False,36,Wednesday,15
913100,psa,False,False,27,Wednesday,20
908040,ad,False,False,89,Friday,7
903123,psa,False,False,190,Saturday,9
923050,psa,False,False,51,Friday,7
902797,psa,False,False,18,Wednesday,21
906319,ad,False,False,132,Friday,21
921734,ad,False,False,136,Thursday,8
910345,psa,False,False,17,Friday,10
908309,ad,False,False,104,Friday,11
910725,psa,False,False,25,Thursday,9
920151,psa,False,False,27,Wednesday,13
915652,ad,False,False,28,Wednesday,18
908572,psa,False,False,32,Wednesday,9
917100,ad,False,False,151,Sunday,8
915146,ad,False,False,8,Wednesday,13
911278,psa,False,False,135,Friday,14
916019,psa,False,False,109,Thursday,13
906769,psa,False,False,426,Thursday,8
900580,psa,False,False,80,Wednesday,20
922455,ad,False,False,8,Thursday,9
923385,ad,False,False,19,Wednesday,10
918684,ad,False,False,100,Tuesday,9
922734,psa,False,False,24,Wednesday,2
918975,psa,False,False,56,Thursday,7
905046,ad,False,False,67,Thursday,10
908270,ad,False,False,176,Wednesday,14
915133,psa,False,False,36,Friday,10
911464,psa,False,False,200,Thursday,15
922080,psa,False,False,5,Thursday,13
912800,psa,False,False,25,Wednesday,9
914183,psa,False,False,2,Friday,9
919190,ad,False,False,41,Thursday,14
917848,psa,False,False,103,Thursday,12
904084,ad,False,False,50,Saturday,10
920450,ad,False,False,29,Thursday,23
916257,ad,False,False,12,Wednesday,9
907096,psa,False,False,36,Wednesday,13
915086,psa,False,False,44,Thursday,15
907594,ad,False,False,95,Sunday,16
901788,ad,False,False,114,Monday,14
904425,ad,False,True,147,Friday,17
918068,ad,False,False,67,Thursday,17
910123,psa,False,False,98,Wednesday,9
917571,ad,False,False,12,Wednesday,17
919070,psa,False,False,46,Thursday,13
917012,ad,False,False,23,Wednesday,15
921116,ad,False,False,30,Thursday,9
915243,psa,False,False,62,Monday,9
905413,psa,False,False,17,Sunday,10
917619,ad,False,False,27,Tuesday,12
921916,ad,False,False,78,Wednesday,9
923026,ad,False,False,83,Wednesday,10
912906,psa,False,False,55,Monday,10
919766,psa,False,False,46,Thursday,12
920818,ad,False,False,18,Thursday,14
906698,ad,False,False,257,Monday,11
922289,ad,False,False,186,Thursday,10
915905,ad,False,False,22,Wednesday,12
913046,psa,False,False,429,Friday,15
909077,ad,False,False,15,Wednesday,13
910170,ad,False,False,19,Wednesday,13
919076,psa,False,False,15,Wednesday,15
912432,psa,False,False,19,Wednesday,15
901172,ad,False,False,29,Wednesday,12
901322,psa,False,False,110,Wednesday,8
910389,ad,False,False,31,Monday,8
918416,psa,False,False,11,Wednesday,12
917772,ad,False,False,8,Wednesday,15
922267,psa,False,False,12,Monday,10
908402,psa,False,False,3,Wednesday,9
921067,psa,False,False,75,Friday,12
910978,psa,False,False,48,Friday,10
900605,ad,False,False,310,Monday,11
916054,psa,False,False,42,Wednesday,12
916795,ad,False,False,6,Wednesday,14
907168,ad,False,False,110,Sunday,13
920545,ad,False,False,16,Wednesday,10
910712,ad,False,False,133,Thursday,12
901937,ad,False,True,129,Wednesday,15
905660,ad,False,False,51,Thursday,16
922775,psa,False,False,41,Friday,14
912805,ad,False,False,11,Thursday,14
920481,ad,False,False,10,Thursday,15
905551,ad,False,False,55,Wednesday,8
923374,psa,False,False,83,Thursday,11
919051,psa,False,False,7,Monday,10
908863,psa,False,False,111,Wednesday,21
918960,ad,False,False,1,Wednesday,10
911573,ad,False,False,74,Thursday,10
917137,ad,False,False,3,Wednesday,10
919065,psa,False,False,5,Wednesday,14
911195,ad,False,False,38,Wednesday,15
919306,ad,False,False,46,Wednesday,15
904535,ad,False,False,133,Sunday,15
916043,ad,False,False,6,Saturday,1
923404,psa,False,False,30,Thursday,16
910182,ad,False,False,7,Wednesday,20
920844,psa,False,False,37,Wednesday,12
918585,ad,False,False,80,Thursday,13
922348,psa,False,False,27,Wednesday,13
914760,psa,False,False,65,Thursday,19
917757,psa,False,False,66,Tuesday,23
907600,psa,False,False,94,Friday,17
921798,psa,False,False,27,Thursday,9
920142,psa,False,False,25,Wednesday,9
908194,ad,False,False,66,Thursday,15
909735,psa,False,False,5,Thursday,10
923012,psa,False,False,140,Saturday,20
918138,ad,False,False,18,Wednesday,13
909161,ad,False,False,77,Wednesday,23
921715,ad,False,False,44,Thursday,9
919494,psa,False,False,195,Wednesday,10
919786,psa,False,False,76,Wednesday,15
906853,ad,False,False,46,Thursday,11
918717,psa,False,False,94,Wednesday,11
907460,ad,False,False,431,Saturday,20
903921,ad,False,False,78,Thursday,22
917534,psa,False,False,81,Tuesday,9
914487,psa,False,False,84,Wednesday,10
917640,ad,False,False,39,Tuesday,9
904768,ad,False,False,24,Friday,19
922123,psa,False,True,252,Thursday,17
919060,ad,False,False,86,Wednesday,11
906364,ad,False,False,84,Wednesday,10
918999,psa,False,False,4,Monday,13
911935,psa,False,False,16,Thursday,13
917824,ad,False,False,357,Tuesday,14
922349,ad,False,False,14,Wednesday,22
909300,ad,False,False,9,Thursday,7
923259,psa,False,False,506,Thursday,14
920344,psa,False,False,13,Monday,18
900103,psa,False,False,42,Wednesday,13
912860,psa,False,False,37,Thursday,10
901291,psa,False,False,13,Wednesday,12
916251,psa,False,False,38,Friday,16
916437,psa,False,False,87,Friday,0
909628,psa,False,False,72,Wednesday,16
921324,psa,False,False,91,Wednesday,10
918357,ad,False,False,176,Wednesday,13
920831,ad,False,False,90,Wednesday,12
911862,psa,False,False,80,Monday,12
906409,ad,False,False,37,Saturday,15
912201,ad,False,False,39,Wednesday,10
909859,ad,False,False,12,Friday,13
901587,ad,False,False,31,Thursday,10
922726,psa,False,False,23,Wednesday,15
908235,psa,False,False,60,Saturday,10
916715,psa,False,False,87,Wednesday,11
903113,ad,False,False,15,Friday,9
916648,psa,False,False,73,Saturday,13
917922,ad,False,False,47,Tuesday,9
907581,ad,False,False,34,Wednesday,15
914652,psa,False,False,32,Friday,11
906801,psa,False,False,14,Wednesday,15
915425,psa,False,False,3,Wednesday,11
923070,ad,False,False,15,Wednesday,15
904164,ad,False,False,43,Wednesday,12
917125,ad,False,False,4,Friday,11
909375,ad,False,False,55,Wednesday,15
918978,psa,False,False,32,Wednesday,10
911539,ad,False,False,124,Sunday,13
917038,psa,False,False,183,Thursday,12
919359,psa,False,False,32,Thursday,18
912583,psa,False,False,58,Tuesday,14
916289,psa,False,False,17,Saturday,21
900175,psa,False,False,158,Saturday,11
919229,ad,False,False,149,Monday,14
913044,psa,False,True,164,Friday,18
922466,psa,False,False,19,Wednesday,21
919894,psa,False,False,4,Wednesday,12
922686,psa,False,False,23,Wednesday,13
917085,psa,False,False,45,Monday,14
903254,ad,False,False,47,Monday,15
909899,ad,False,False,12,Tuesday,11
904678,psa,False,False,2,Wednesday,11
914453,psa,False,False,21,Monday,13
907529,ad,False,True,157,Friday,20
915024,psa,False,False,198,Monday,18
902191,ad,False,False,26,Wednesday,15
917351,ad,False,True,119,Tuesday,15
923346,ad,False,False,21,Thursday,13
918338,ad,False,False,55,Thursday,16
905783,psa,False,False,75,Saturday,13
920729,psa,False,False,209,Friday,11
912074,ad,False,False,11,Tuesday,10
921596,ad,False,False,41,Wednesday,16
909334,psa,False,False,63,Wednesday,13
909709,ad,False,False,31,Friday,16
909091,psa,False,False,1,Wednesday,11
910140,ad,False,False,27,Saturday,8
920689,psa,False,False,18,Thursday,8
900329,psa,False,False,10,Tuesday,10
918627,psa,False,False,104,Thursday,10
913182,psa,False,False,40,Wednesday,17
917917,psa,False,False,100,Tuesday,14
912171,ad,False,False,100,Monday,11
918163,psa,False,False,31,Wednesday,15
922983,psa,False,False,237,Sunday,10
905740,ad,False,False,13,Friday,11
906234,ad,False,True,102,Tuesday,13
908873,psa,False,False,38,Friday,9
923011,psa,False,False,119,Wednesday,15
908586,ad,False,False,131,Saturday,18
900766,ad,False,False,23,Wednesday,18
915427,ad,False,False,12,Thursday,1
920522,ad,False,False,21,Friday,13
909126,psa,False,False,23,Wednesday,13
913385,psa,False,False,23,Tuesday,22
908057,psa,False,False,206,Wednesday,13
906270,ad,False,True,204,Monday,14
922444,ad,False,False,196,Thursday,13
911899,ad,False,False,341,Thursday,10
902841,psa,False,False,222,Friday,21
902066,psa,False,False,15,Thursday,12
908546,psa,False,False,209,Thursday,14
915847,psa,False,False,30,Friday,17
910576,psa,False,False,2,Monday,11
922778,ad,False,False,20,Thursday,13
921757,psa,False,False,63,Thursday,13
905682,psa,False,False,29,Sunday,10
909581,psa,False,False,53,Wednesday,12
913429,psa,False,False,95,Wednesday,9
906915,ad,False,False,41,Friday,15
914118,ad,False,False,168,Sunday,12
906930,psa,False,False,18,Wednesday,12
901130,psa,False,False,46,Wednesday,12
920491,ad,False,False,7,Friday,15
917075,psa,False,False,72,Wednesday,13
916769,psa,False,False,102,Wednesday,12
910308,ad,False,False,125,Sunday,13
914682,ad,False,False,18,Tuesday,15
905534,psa,False,True,1,Wednesday,12
908093,psa,False,False,8,Tuesday,12
910728,psa,False,False,61,Monday,19
915597,psa,False,False,12,Wednesday,12
920050,psa,False,False,22,Wednesday,12
917081,ad,False,False,62,Wednesday,10
908587,ad,False,False,8,Wednesday,12
913809,ad,False,False,11,Thursday,15
900631,psa,False,False,62,Friday,20
913488,psa,False,False,226,Monday,15
900263,psa,False,False,32,Friday,22
920444,psa,False,False,12,Wednesday,15
923215,ad,False,False,283,Saturday,11
912905,psa,False,False,20,Wednesday,12
919618,ad,False,False,10,Wednesday,12
913774,ad,False,False,65,Thursday,11
912290,ad,False,False,23,Wednesday,13
900630,ad,False,False,11,Thursday,12
902314,ad,False,False,89,Sunday,10
907293,psa,False,False,46,Friday,18
910422,psa,False,True,195,Monday,10
913430,psa,False,False,6,Wednesday,21
910677,ad,False,False,44,Wednesday,19
915440,ad,False,False,85,Monday,18
911124,ad,False,False,25,Thursday,12
912485,psa,False,False,20,Wednesday,15
920116,psa,False,False,105,Wednesday,12
906341,psa,False,False,15,Wednesday,12
913987,ad,False,False,32,Wednesday,12
907411,psa,False,False,10,Thursday,9
900052,psa,False,False,21,Wednesday,13
909348,psa,False,False,109,Friday,20
915750,ad,False,False,25,Wednesday,12
909079,psa,False,False,15,Friday,15
905349,psa,False,False,30,Wednesday,12
910861,ad,False,False,229,Saturday,11
911468,ad,False,False,40,Friday,13
901060,ad,False,False,13,Wednesday,19
909941,psa,False,False,206,Tuesday,11
905241,psa,False,False,178,Friday,16
915545,psa,False,False,8,Wednesday,12
909048,ad,False,False,49,Thursday,18
921397,psa,False,False,3,Wednesday,12
916667,ad,False,False,16,Tuesday,9
915231,psa,False,False,87,Sunday,8
913546,ad,False,False,6,Wednesday,12
911768,ad,False,False,30,Monday,11
919590,ad,False,False,5,Monday,10
919047,psa,False,False,139,Thursday,12
909921,ad,False,False,6,Wednesday,12
919574,psa,False,False,5,Wednesday,13
906998,ad,False,True,235,Sunday,15
910989,psa,False,False,21,Monday,10
922026,psa,False,False,85,Wednesday,15
905720,psa,False,False,88,Thursday,12
912556,ad,False,False,8,Thursday,10
915968,ad,False,False,44,Sunday,14
912606,ad,False,False,65,Wednesday,12
911837,ad,False,False,41,Wednesday,12
906349,ad,False,False,32,Friday,9
900361,ad,False,False,11,Wednesday,12
922263,psa,False,False,186,Wednesday,9
902252,ad,False,False,27,Wednesday,11
920542,psa,False,False,17,Wednesday,12
914011,psa,False,False,35,Thursday,14
920476,psa,False,False,52,Thursday,18
903214,psa,False,False,12,Sunday,0
917504,ad,False,False,36,Wednesday,12
909376,psa,False,False,12,Wednesday,12
917639,ad,False,False,256,Friday,12
913237,ad,False,False,66,Wednesday,12
914949,ad,False,True,141,Wednesday,15
922746,psa,False,False,20,Sunday,15
913236,psa,False,False,11,Thursday,14
917792,ad,False,False,43,Sunday,7
913485,psa,False,False,24,Wednesday,12
918367,psa,False,False,7,Friday,14
921729,psa,False,False,47,Wednesday,18
911121,psa,False,False,13,Monday,15
914166,psa,False,False,43,Monday,13
908874,ad,False,False,29,Wednesday,12
907560,psa,False,False,3,Wednesday,18
922758,psa,False,False,57,Saturday,12
916216,psa,False,False,30,Monday,11
903132,psa,False,False,82,Saturday,11
911505,ad,False,False,40,Saturday,12
915060,ad,False,False,10,Wednesday,10
900938,ad,False,False,137,Sunday,17
909850,psa,False,False,39,Wednesday,15
904398,ad,False,False,23,Wednesday,12
920556,psa,False,False,11,Sunday,21
921461,ad,False,False,18,Monday,11
901275,ad,False,False,174,Friday,9
920971,ad,False,False,51,Wednesday,22
922438,ad,False,False,37,Friday,16
912187,psa,False,False,102,Saturday,8
903219,ad,False,False,20,Tuesday,14
903413,ad,False,False,42,Thursday,19
922435,psa,False,False,73,Thursday,13
920839,ad,False,False,19,Wednesday,12
907479,psa,False,False,38,Wednesday,14
906858,ad,False,False,41,Wednesday,19
901983,psa,False,False,43,Saturday,11
902178,psa,False,False,549,Wednesday,14
911810,ad,False,False,40,Friday,13
916561,psa,False,False,44,Monday,13
905777,psa,False,False,21,Wednesday,12
906934,psa,False,False,13,Wednesday,14
908178,psa,False,False,13,Wednesday,13
903755,ad,False,False,30,Wednesday,12
900924,ad,False,False,25,Thursday,15
919856,ad,False,False,4,Thursday,0
902185,ad,False,False,34,Thursday,18
908355,psa,False,False,29,Wednesday,13
911809,psa,False,False,20,Wednesday,13
914781,ad,False,False,89,Monday,11
914700,ad,False,False,22,Wednesday,15
912253,psa,False,False,55,Thursday,15
909620,ad,False,False,90,Thursday,9
917758,psa,False,False,128,Sunday,21
907553,ad,False,False,16,Sunday,13
915443,ad,False,False,19,Thursday,12
921329,ad,False,True,108,Wednesday,22
901706,psa,False,True,125,Monday,16
913387,ad,False,False,34,Wednesday,13
914309,psa,False,False,24,Wednesday,13
901721,ad,False,False,75,Friday,15
902386,ad,False,False,22,Wednesday,13
922089,ad,False,False,54,Wednesday,13
914516,psa,False,False,27,Wednesday,13
919559,psa,False,False,30,Tuesday,12
902299,psa,False,False,27,Tuesday,13
916074,ad,False,False,47,Saturday,15
910077,ad,False,False,22,Wednesday,13
910966,psa,False,False,72,Monday,14
909924,ad,False,False,12,Wednesday,15
922109,psa,False,False,14,Wednesday,15
901998,ad,False,False,38,Sunday,17
919883,psa,False,False,28,Tuesday,12
915346,ad,False,False,33,Wednesday,19
912833,psa,False,False,7,Thursday,13
919251,ad,False,False,7,Wednesday,13
910157,ad,False,False,68,Wednesday,15
921451,psa,False,False,230,Monday,9
904795,psa,False,True,28,Sunday,19
910650,ad,False,False,70,Monday,19
903652,ad,False,False,45,Thursday,13
902747,ad,False,False,7,Wednesday,13
914013,psa,False,False,21,Wednesday,15
911652,psa,False,False,1,Wednesday,13
909867,ad,False,False,31,Wednesday,13
916449,psa,False,False,73,Thursday,8
914514,ad,False,False,1,Wednesday,13
908018,ad,False,False,61,Wednesday,17
902225,ad,False,False,39,Monday,14
921628,psa,False,False,21,Wednesday,13
917900,ad,False,False,28,Thursday,14
902906,psa,False,False,43,Friday,18
917383,ad,False,False,42,Wednesday,8
918613,psa,False,False,17,Wednesday,13
910428,ad,False,False,20,Wednesday,13
907855,ad,False,False,17,Tuesday,13
900950,ad,False,False,3,Wednesday,13
906546,ad,False,False,77,Tuesday,10
909705,ad,False,False,128,Tuesday,13
918981,psa,False,False,111,Tuesday,11
906118,psa,False,False,46,Thursday,15
913330,psa,False,False,26,Saturday,11
914971,ad,False,True,411,Wednesday,15
920072,psa,False,False,110,Sunday,13
915084,psa,False,False,60,Saturday,17
910722,psa,False,False,40,Wednesday,15
922636,psa,False,False,36,Wednesday,9
916151,psa,False,False,52,Wednesday,18
911568,psa,False,False,16,Friday,13
915499,psa,False,False,2,Wednesday,13
906946,ad,False,False,144,Thursday,14
902518,psa,False,False,24,Thursday,13
901654,psa,False,False,71,Monday,22
905480,ad,False,False,36,Tuesday,18
917113,psa,False,False,58,Monday,18
